User, Question, Answer
11783,My friends and family want me to succeed with my voice/instrument.,75
11783,My friends and family understand my performance anxiety fully.,50
11783,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my friends/family.,75
11783,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my friends/family.,50
11783,There is a person or there are people who care about me succeeding as much as I do.,75
11783,I have a plan for combating any performance anxiety I might experience.,50
11783,I have a method for coping with stress that works.,75
11783,I plan too much for myself.,50
11783,I am good about setting boundaries and not taking on too much.,75
11783,I have personally experienced performance anxiety in my life.,50
11783,I have personally experienced performance anxiety in the recent past.,75
11783,I used to get nervous  but don't tend to do that anymore.,50
11783,I am an introverted individual.,75
11783,I am an extroverted individual.,50
11783,I fear the future.,75
11783,I am a positive thinker.,50
11783,I'm often negative.,75
11783,Important people will be at my performances.,50
11783,I am embarrassed by my nervousness.,75
11783,My heart is races when I perform.,50
11783,I breathe faster than normal when I perform.,75
11783,I sweat because of anxiety when I perform.,50
11783,I get cold because of anxiety when I perform.,75
11783,I can't get motivated for performances.,50
11783,I am more critical of myself than usual when a performance is imminent.,75
11783,I have trouble staying focused when anticipating a performance.,50
11783,I make more mistakes than I should when anticipating a performance.,75
11783,I imagine the worst when anticipating a performance.,50
11783,My voice is affected by my nervousness during a performance.,75
11783,My teacher doesn't think I perform as well as I should.,50
11783,My peers don't think I perform as well as I should.,75
11783,My family/friends don't think I perform as well as I should.,50
11783,My romantic partner doesn't think I perform as well as I should.,75
11783,My stomach gets upset when I perform.,50
11783,I feel jittery when I perform.,75
11783,I feel uneasy when I perform.,50
11783,During performances I am concerned about the outcome of that performance.,75
11783,I have memory slips because of anxiety when I perform.,50
11783,I have trouble sleeping when anticipating a performance.,75
11783,My eating habits change because of anxiety when anticipating a performance.,50
11783,Anxiety affects the amount of practicing I do.,75
11783,Anxiety affects the quality of my practicing.,50
11783,My sleep habits are affected by anxiety.,75
11783,I become irritable because of anxiety.,50
11783,I drink more alcohol because of anxiety.,75
11783,I use recreational drugs because of anxiety.,50
11783,I procrastinate because of anxiety.,75
11783,My relationships are affected by my anxiety.,50
11783,My general activity level is affected by anxiety.,75
11783,My throat gets dry because of anxiety during performances.,50
11783,I often want to cancel or reschedule my performances because of anxiety.,75
11783,I'd rather be singing/playing in a practice room than in front of people.,50
11783,Nervousness is negatively affecting my musical progress.,75
11783,I am driven to do my best.,50
11783,My quality of performing/singing/playing is consistent.,75
11783,I start new projects with lots of energy.,50
11783,I fear success.,75
11783,I function well at a high energy level.,50
11783,I am able to quiet mental chatter.,75
11783,I frequently imagine the worst.,50
11783,I need to learn how to relax.,75
11783,No matter how much I prepare  something always goes wrong.,50
11784,I am often down or depressed.,100
11784,I am content with the frequency of my dating.,50
11784,My romantic partner supports me in my performances.,6
11784,I consider myself to be a perfectionist.,0
11784,I enjoy a challenge.,25
11784,I have a plan for combating any performance anxiety I might experience.,0
11784,I'm often negative.,25
11784,I become irritable because of anxiety.,25
11784,Nervousness is negatively affecting my musical progress.,100
11784,I have perfect/absolute pitch.,75
11784,I have strong relative pitch.,50
11784,I consider myself to be a good musician.,75
11784,I learn music easily.,50
11784,I memorize music easily.,75
11784,My voice/instrument teacher and I have a good relationship.,50
11784,I am critical of myself in my lessons  or was critical of myself in lessons when I took lessons.,75
11784,I am critical of myself in my practicing.,50
11784,I tend to get sick near a performance.,75
11784,I am a generally healthy person.,50
11784,My diet is healthy.,75
11784,I get enough sleep on a regular basis.,50
11784,I exercise regularly.,75
11784,I regularly hydrate well enough to support my body and vocal/instrument endeavors.,50
11784,I deal with stress well.,75
11784,I am stressed more often than I should be.,50
11784,I am a generally anxious person.,75
11784,People who know me would say I am an anxious or stressed person.,50
11784,I feel like I belong at this school/in this career/avocation (related to music).,75
11784,I feel like I belong in my teacher's studio of students.,50
11784,I feel comfortable in my teacher's studio.,75
11784,I feel comfortable performing in front of my musical colleagues.,50
11784,My teacher believes in me and my vocal/instrumental ability.,75
11784,My family believes in me and my vocal/instrumental ability.,50
11784,I believe in myself and my vocal/instrumental ability.,75
11784,My teacher understands my musical goals.,50
11784,My teacher understands who I am as a person.,75
11784,I am a confident singer/player.,50
11784,I am a confident performer.,75
11784,I am easily distractible.,50
11784,I maintain my focus easily when singing/playing.,75
11784,I maintain my focus easily when practicing.,50
11784,I maintain my focus easily when performing.,75
11784,Staying focused during a performance can be a struggle.,50
11784,I believe I will have good audience turnout for my performances.,75
11784,As a child  I was a natural performer.,50
11784,I consider myself to be a natural performer.,75
11784,Those who know me would consider me to be a natural performer.,50
